month,year,day,lat,long
10,1996,07,44.47733,-103.972
10,1996,16,26.5,-100
10,1996,18,-30.75,-64.78333
10,1996,19,22,-80
10,1997,07,35.29575,-117.4668
10,1998,03,35.2755,-117.47833
10,1998,12,35.29183,-117.47067
10,1998,20,35.30233,-117.46017
10,1999,00,35.31232,-117.45315
10,1999,01,35.31227,-117.453
10,1999,03,35.3114,-117.45342
10,1999,18,35.28333,-117.48333
10,1999,19,35.31833,-117.46667
10,1999,20,35.3112,-117.45465
10,1999,22,35.2758,-117.47877
10,1999,22,35.31217,-117.453
10,2000,04,35.31218,-117.45303
10,2000,16,35.28528,-117.48305
10,2000,18,35.28638,-117.48305
10,2000,19,35.30455,-117.45817
10,2000,20,35.3,-117.4605
10,2000,21,35.3248,-117.47983
10,2000,21,35.296,-117.472
10,2001,00,35.296,-117.472
10,2001,06,29.01667,-97.28333
10,2001,10,40.23333,-100.83333
10,2001,17,37.61667,-98.91667
10,2002,01,30,-109.66667
10,2002,02,27.18717,16.189
10,2002,09,35.96667,-96.76667
10,2002,09,-38.91667,-69.2
10,2002,16,34.08333,-115.78333
10,2002,16,-27.71667,117.25
10,2002,17,-25.33333,116.18333
10,2002,18,36.04333,-102.40833
10,2002,18,34.8,-84.98333
10,2002,20,34.216667,-115.05
10,2002,21,51.13889,-1.53611
10,2002,21,29.58333,-3.75
10,2002,22,27.11767,16.0745
10,2002,23,27.1255,16.05817
10,2003,04,27.12633,16.03067
10,2003,06,27.155,15.95833
10,2003,07,27.1565,15.9525
10,2003,07,27.16983,15.9255
10,2003,16,27.16233,16.09533
10,2003,20,27.15833,16.11467
10,2003,21,27.15267,16.1565
10,2003,21,27.15217,16.17317
10,2003,22,27.16467,16.16917
10,2003,23,27.132,16.29767
10,2003,23,27.1295,16.3435
10,2003,23,27.10917,16.46617
10,2004,01,27.107,16.39333
10,2004,04,27.098,16.32233
10,2004,20,27.09267,16.31317
10,2004,21,27.092,16.3
10,2004,21,27.08083,16.201
10,2004,21,27.07717,16.19317
10,2004,22,27.07717,16.193
10,2004,23,27.0775,16.16917
10,2005,00,27.09767,16.0255
10,2005,01,27.10483,16.01133
10,2005,02,27.10483,16.01133
10,2005,03,27.11417,16.0015
10,2005,04,27.12783,15.97117
10,2005,06,27.225,15.0295
10,2005,11,27.20167,16.093
10,2005,13,27.1915,16.1345
10,2005,18,27.08467,16.03683
10,2005,19,27.0805,16.12567
10,2005,19,27.08267,16.13783
10,2005,19,27.08683,16.17483
10,2005,19,27.10383,16.30867
10,2005,19,27.10767,16.32383
10,2005,19,27.10967,16.3515
10,2005,20,27.11067,16.35667
10,2005,21,27.1115,16.4365
10,2005,21,27.13583,16.36017
10,2005,22,27.13367,16.358
10,2005,22,27.13383,16.331
10,2005,24,27.13933,16.27267
10,2006,04,27.14617,16.16367
10,2006,13,27.15267,16.10617
10,2006,13,27.27517,16.09383
10,2006,17,27.25817,16.1355
10,2006,17,27.30583,16.13567
10,2006,19,27.3055,16.20917
10,2006,19,27.30383,16.24483
10,2006,19,27.30317,16.25467
10,2006,19,27.30517,16.26417
10,2006,19,27.30483,16.30017
10,2006,23,27.26717,16.42033
10,2007,02,27.26783,16.41317
10,2007,10,27.26883,16.23633
10,2007,11,27.279,16.21733
10,2007,11,27.29867,16.16683
10,2007,17,27.32017,16.0775
10,2007,17,27.45767,16.28017
10,2007,17,27.45483,16.31333
10,2007,18,27.4055,16.32833
10,2007,18,27.40633,16.31967
10,2007,19,27.41633,16.19433
10,2007,21,27.4205,16.16667
10,2007,21,27.1455,15.95067
10,2007,23,27.0705,16.0945
10,2007,23,27.04767,16.4515
10,2008,05,27.05233,16.42633
10,2008,05,27.056,16.399
10,2008,06,27.1055,16.04583
10,2008,06,27.12883,16.035
10,2008,06,27.16033,16.03533
10,2008,07,27.19967,16.03567
10,2008,08,27.1045,16.00983
10,2008,13,27.10733,16.02233
10,2008,16,27.10483,16.06317
10,2008,17,27.11817,16.02717
10,2008,18,27.10083,16.02333
10,2008,18,27.11017,16.01817
10,2008,19,27.167,15.93933
10,2008,19,27.15967,15.96283
10,2008,19,27.04067,16.40433
10,2008,19,27.04617,16.37217
10,2008,20,27.08433,16.119
10,2008,20,27.1355,16.03017
10,2008,21,27.1425,16.0295
10,2008,21,27.143,16.028
10,2008,22,27.1585,16.03133
10,2008,23,27.22017,16.03317
10,2008,23,27.23317,16.02933
10,2009,20,27.2705,16.04067
10,2009,21,27.0655,16.0875
10,2009,22,27.10683,16.51617
10,2009,22,27.1025,16.23817
10,2010,02,27.11433,16.145
10,2010,03,27.1135,16.143
10,2010,07,27.12017,16.11117
10,2010,10,27.12117,16.10883
10,2010,21,27.0135,16.36583
10,2010,21,27.37683,16.30233
10,2010,21,27.35133,16.25367
10,2010,21,27.27833,16.27717
10,2010,22,27.2585,16.09233
10,2010,22,27.19017,16.30833
10,2010,22,27.203,15.90067
10,2010,23,27.1585,16.45617
10,2010,23,27.917,16.48767
10,2010,23,27.94783,16.50983
10,2011,00,27.1295,16.06867
10,2011,00,27.04133,16.38767
10,2011,00,27.04306,16.41167
10,2011,00,27.15222,16.48306
10,2011,05,27.15222,16.51722
10,2011,10,27.57139,16.175
10,2011,16,27.42639,16.27417
10,2011,17,27.25253,16.08372
10,2011,17,27.4387,15.94838
10,2011,18,27.63167,16.08694
10,2011,18,27.57139,16.08333
10,2011,19,27.1205,16.0235
10,2011,20,27.92472,16.9575
10,2011,20,27.01083,16.18167
10,2011,20,27.08333,16.25
10,2011,21,27.02583,16.38783
10,2011,21,27.188,16.40233
10,2011,21,26.90633,16.6865
10,2011,23,26.907,16.6815
10,2011,23,27.231,16.249
10,2012,00,27.07567,16.06633
10,2012,06,27.919,16.684
10,2012,06,27.17017,16.0355
10,2012,12,27.22167,16.25
10,2012,17,27.14683,16.05017
10,2012,17,27.035,16.38133
10,2012,18,27.46767,16.17017
10,2012,19,27.66733,15.9505
10,2012,19,27.23233,16.196
10,2012,20,27.03367,16.38333
10,2012,20,27.33333,16.21667
10,2012,22,27.33333,16.25
10,2012,22,27.33017,16.23117
10,2012,22,27.13533,16.052
10,2012,23,27.28133,16.40833
10,2012,23,27.08333,16.055
10,2013,02,27.182,16.30017
10,2013,03,27.43333,16
10,2013,05,27.45056,16.19167
10,2013,05,27.49583,16.25833
10,2013,05,27.03583,16.38528
10,2013,05,27.20167,16.31117
10,2013,06,27.26633,16.35783
10,2013,06,27.13383,16.06533
10,2013,06,28.21417,15.55083
10,2013,19,27.16917,16.13533
10,2013,19,27.32833,16.21867
10,2013,19,27.24167,16.23267
10,2013,19,27.42767,16.1655
10,2013,19,27.38,16.469
10,2013,20,27.28,16.14783
10,2013,21,27.375,16.184
10,2013,21,28.28767,15.49467
10,2013,21,27.13233,16.068
10,2013,22,26.9195,16.657
10,2013,22,27.23017,16.48833
10,1953,19,27.27417,16.40833
10,1967,20,27.1345,16.08933
10,1967,20,27.18317,16.33083
10,1969,23,27.16383,16.52033
10,1973,19,27.15,16.40633
10,1974,07,27.14967,16.21
10,1974,17,27.1675,16.14067
10,1976,18,27.1835,16.11517
10,1976,20,27.184,16.11183
10,1981,18,27.19567,16.10033
10,1982,18,27.19583,16.01317
10,1983,19,27.19583,16.01317
10,1985,20,27.25483,16.00667
10,1986,03,27.133,16.0395
10,1987,18,27.11167,16.02983
10,1988,04,27.10467,16.01167
10,1988,22,27.1075,16.03583
10,1989,18,27.11067,16.07017
10,1990,17,27.1185,16.10333
10,1990,18,27.1205,16.11217
10,1991,13,27.13033,16.1565
10,1991,18,27.13317,16.16333
10,1992,19,27.15233,16.26717
10,1992,22,27.155,16.27883
10,1993,20,27.12933,16.37283
10,1994,18,27.1355,16.3205
10,1994,21,27.159,16.22
10,1995,19,27.16717,16.1505
10,1995,20,27.16983,16.14317
10,1995,21,27.10133,16.0215
10,1995,22,27.10383,16.0325
10,1995,22,27.147,16.1585
10,1995,23,27.1575,16.208
10,1996,02,27.1575,16.208
10,1996,22,27.19117,16.27767
10,1996,22,27.24733,16.39733
10,1997,00,26.98333,16.506
10,1997,10,26.98133,16.50433
10,1997,22,27.03367,16.4055
10,1998,10,27.04517,16.38167
10,1998,19,27.04567,16.3795
10,1998,19,27.0465,16.37267
10,1998,22,27.14033,16.20467
10,1999,00,27.185,16.1335
10,1999,09,27.186,16.13083
10,1999,17,27.18667,16.12283
10,1999,18,27.1915,16.115
10,1999,18,27.15617,16.029
10,1999,18,27.111,16.02167
10,1999,19,27.11067,16.02583
10,1999,19,27.108,16.071
10,1999,20,27.12017,16.20833
10,1999,20,27.13817,16.27233
10,1999,21,27.03017,16.53683
10,1999,23,27.03083,16.5215
10,2000,07,27.02683,16.5085
10,2000,16,27.0505,16.40517
10,2000,17,27.05117,16.39233
10,2000,18,27.16533,16.14483
10,2000,18,27.18367,16.11583
10,2000,18,27.24983,16.0205
10,2000,18,27.63567,16.87778
10,2000,18,27.69983,15.72694
10,2000,18,27.09617,16.02567
10,2000,18,27.102,16.02017
10,2000,19,27.11167,16.01333
10,2000,19,27.1165,16.083
10,2000,19,27.11783,16.08533
10,2000,19,27.12483,16.12083
10,2000,19,27.127,16.12933
10,2000,19,27.141,16.16783
10,2000,19,27.152,16.197
10,2000,19,27.2645,16.40867
10,2000,19,27.07583,16.45333
10,2000,20,27.07333,16.43083
10,2000,20,27.07717,16.39817
10,2001,02,27.07733,16.217
10,2001,08,27.1485,16.0945
10,2001,17,27.10267,16.02833
10,2001,19,27.10667,16.0085
10,2001,19,27.1705,15.94517
10,2001,20,27.18283,15.94233
10,2001,20,27.16467,15.943
10,2001,20,27.1615,15.95083
10,2001,20,27.12817,16.004
10,2001,20,27.11833,16.01017
10,2001,20,27.09967,16.03467
10,2001,20,27.0815,16.148
10,2001,21,27.09133,16.289
10,2001,22,27.03783,16.4685
10,2001,23,27.04717,16.44133
10,2002,03,27.058,16.40217
10,2002,06,27.0715,16.091
10,2002,07,27.09583,16.03683
10,2002,20,27.117,16.01533
10,2002,21,27.1245,15.99167
10,2002,22,27.15117,15.9665
10,2002,22,27.643,15.90167
10,2003,00,27.62517,15.98217
10,2003,02,27.624,16.05117
10,2003,02,27.62467,16.0545
10,2003,03,27.62417,16.05983
10,2003,03,27.62433,16.06233
10,2003,03,27.54733,16.3655
10,2003,07,27.6315,16.03333
10,2003,15,27.12033,16.063
10,2003,17,27.12133,16.0685
10,2003,18,27.1275,16.104
10,2003,19,27.126,16.1065
10,2003,19,27.13083,16.13233
10,2003,20,27.1415,16.16483
10,2003,21,27.25733,16.38217
10,2003,21,27.37883,16.45383
10,2003,22,27.44317,16.32933
10,2003,22,27.45333,16.31267
10,2003,22,27.495,16.259
10,2003,23,27.56417,16.15217
10,2004,00,27.5775,16.13633
10,2004,00,27.086,16.03683
10,2004,00,27.09017,16.032
10,2004,08,27.13717,15.8445
10,2004,10,27.1405,15.97483
10,2004,16,27.15283,15.96267
10,2004,18,27.1685,15.95833
10,2004,18,27.16583,16.08617
10,2004,19,27.16533,16.21317
10,2004,19,27.17717,16.26683
10,2004,19,27.18567,16.31833
10,2004,19,27.194,16.36133
10,2004,19,27.09933,16.37983
10,2004,19,27.15217,16.05683
10,2004,19,27.18267,16.0905
10,2004,19,27.19483,16.06917
10,2004,19,27.1975,16.062
10,2004,19,27.2025,16.05267
10,2004,19,27.216,16.03233
10,2004,19,27.18617,16.11117
10,2004,19,27.188,16.12883
10,2004,19,27.1885,16.13083
10,2004,19,27.2035,16.2
10,2004,19,27.20667,16.2045
10,2004,19,27.21017,16.22083
10,2004,19,27.21833,16.25417
10,2004,19,27.11583,16.37683
10,2004,19,27.1145,16.35517
10,2004,19,27.11483,16.34333
10,2004,20,27.11267,16.31583
10,2004,20,27.11217,16.29633
10,2004,20,27.06117,16.17817
10,2004,20,27.06967,16.1675
10,2004,20,27.10733,16.12633
10,2004,20,27.14533,16.08367
10,2004,20,27.14767,16.08083
10,2004,20,27.165,16.02083
10,2004,20,27.18367,16.30033
10,2004,20,27.1885,16.31483
10,2004,20,27.20267,16.42083
10,2004,20,27.10383,16.38867
10,2004,20,27.10633,16.374
10,2004,20,27.11133,16.27967
10,2004,20,27.12317,16.223
10,2004,20,27.12833,16.20967
10,2004,20,27.18383,16.12883
10,2004,20,27.18383,16.12883
10,2004,20,27.18383,16.12883
10,2004,20,27.18383,16.12883
10,2004,20,27.25117,16.07333
10,2004,20,27.36233,16.08967
10,2004,20,27.3775,16.19317
10,2004,20,27.3615,16.2145
10,2004,20,27.37817,16.31217
10,2004,20,27.37817,16.31217
10,2004,20,27.40867,16.3185
10,2004,20,27.4595,16.07667
10,2004,20,27.45967,16.07267
10,2004,20,27.4715,16.296
10,2004,20,27.53817,16.44233
10,2004,20,27.25383,16.30233
10,2004,20,27.26183,16.26133
10,2004,20,27.2855,16.176
10,2004,20,27.32667,16.09567
10,2004,20,27.0875,16.051
10,2004,20,27.08817,16.0575
10,2004,20,27.08733,16.058
10,2004,20,27.09967,16.11783
10,2004,21,27.1025,16.134
10,2004,21,27.202,16.36733
10,2004,21,27.23,16.31217
10,2004,21,27.29133,16.21333
10,2004,21,27.325,16.165
10,2004,21,26.78917,16.70467
10,2004,21,26.77167,16.11133
10,2004,21,26.94467,16.17933
10,2004,22,26.9715,16.45133
10,2004,22,26.97,16.4625
10,2004,22,27.135,16.2335
10,2004,22,27.1685,16.1845
10,2004,22,27.28617,16.07467
10,2004,22,27.70467,16.18917
10,2004,22,27.52367,16.15117
10,2004,23,27.38467,16.12867
10,2004,23,27.51283,16.16267
10,2005,00,27.292,16.112
10,2005,01,27.1595,16.05283
10,2005,01,27.08867,16.14317
10,2005,02,26.80733,15.9015
10,2005,02,27.12117,16.331
10,2005,02,27.12217,16.312
10,2005,05,27.2435,16.081
10,2005,08,27.01333,16.1875
10,2005,08,27.14317,15.873
10,2005,11,27.028,16.35867
10,2005,14,27.03383,16.326
10,2005,16,27.09867,16.14133
10,2005,18,27.09917,16.14033
10,2005,18,28.3,15.7175
10,2005,19,28.1815,15.64783
10,2005,19,28.206,15.6355
10,2005,19,27.839,15.877
10,2005,19,27.84067,15.88567
10,2005,19,27.84267,15.8995
10,2005,19,27.129,16.2655
10,2005,19,27.10417,16.1175
10,2005,19,27.1095,16.0745
10,2005,20,27.10467,16.00867
10,2005,20,27.13017,16.23183
10,2005,20,27.15517,16.2825
10,2005,21,27.2035,16.3115
10,2005,21,27.19367,16.20767
10,2005,21,27.182,16.15017
10,2005,21,27.179,16.11267
10,2005,21,27.1725,16.08133
10,2005,21,27.15133,16.045
10,2005,21,27.08283,16.129
10,2005,21,27.10483,16.1195
10,2005,21,27.15467,16.079
10,2005,21,27.185,16.0995
10,2005,21,27.2165,16.15
10,2005,23,27.2915,16.21333
10,2005,23,27.20283,16.05767
10,2005,23,27.20217,16.05833
10,2005,24,27.22667,16.113
10,2006,00,27.22483,16.24383
10,2006,08,27.17867,16.259
10,2006,08,27.23867,16.12967
10,2006,10,27.5965,15.8705
10,2006,11,27.61717,15.96633
10,2006,17,27.67917,15.86533
10,2006,19,27.8195,15.8945
10,2006,19,27.86617,15.89733
10,2006,20,28.9055,15.82767
10,2006,20,27.92367,15.83217
10,2006,21,27.9275,15.83117
10,2006,23,27.86217,15.87967
10,2006,24,27.85883,15.8815
10,2007,02,27.84983,15.88583
10,2007,02,27.83933,15.89183
10,2007,03,27.841,15.86817
10,2007,20,27.8515,15.8715
10,2007,21,27.85967,15.88017
10,2007,21,27.86167,15.88317
10,2007,21,27.94867,15.90133
10,2008,00,27.832,15.83767
10,2008,01,27.83533,15.8435
10,2008,02,27.876,15.91733
10,2008,02,27.91483,15.96183
10,2008,02,27.87333,15.9135
10,2008,07,27.88683,15.8715
10,2008,08,27.88717,15.86333
10,2008,09,27.8945,15.85933
10,2008,15,27.91617,15.83783
10,2008,16,27.87417,15.88717
10,2008,18,27.44217,16.08217
10,2008,18,27.4345,16.12267
10,2008,19,27.42183,16.17817
10,2008,19,27.41117,16.2
10,2008,19,27.41217,16.20183
10,2008,19,27.4445,16.27433
10,2008,20,27.44317,16.1855
10,2008,20,27.33733,16.20133
10,2008,20,27.1425,16.0595
10,2008,21,27.46133,16.1955
10,2008,21,27.46483,16.18733
10,2008,21,27.35683,16.167
10,2008,21,27.42383,16.34
10,2008,22,27.4355,16.26633
10,2008,22,27.409,16.20417
10,2008,22,27.76483,16.08633
10,2008,22,27.8185,15.92733
10,2008,22,27.81833,15.91533
10,2008,23,27.8365,15.8245
10,2008,23,27.86667,15.94283
10,2008,23,27.3695,16.19883
10,2009,11,27.84217,15.89667
10,2009,12,27.814,15.9115
10,2009,18,27.76383,15.91083
10,2009,19,27.83767,15.91333
10,2009,19,27.93133,15.8675
10,2009,19,28.14033,15.82383
10,2009,20,27.40917,16.268
10,2009,20,27.42083,16.29333
10,2009,20,27.82383,15.8785
10,2009,21,27.3725,16.24017
10,2009,22,27.37517,16.18417
10,2009,23,27.347,16.08833
10,2010,01,27.48733,16.32517
10,2010,01,27.51617,16.28333
10,2010,03,27.3785,16.1855
10,2010,05,27.4665,15.914
10,2010,07,27.50233,15.9125
10,2010,07,27.59917,16.00233
10,2010,12,27.59467,15.9365
10,2010,17,27.86433,15.87333
10,2010,18,27.8745,15.87217
10,2010,19,27.86383,15.87017
10,2010,19,27.74017,15.93683
10,2010,19,27.479,16.03917
10,2010,19,27.45467,16.08733
10,2010,19,27.37933,16.45817
10,2010,20,27.35817,16.43233
10,2010,20,27.29367,16.41433
10,2010,21,27.28133,16.41733
10,2010,21,27.27933,16.41167
10,2010,22,27.31283,16.232
10,2010,23,27.4475,15.985
10,2010,23,27.32367,16.27683
10,2011,00,27.24083,16.408
10,2011,00,27.22183,16.2455
10,2011,03,26.85483,15.97533
10,2011,06,26.69617,16.3275
10,2011,08,27.90017,15.90117
10,2011,19,27.829,15.928
10,2011,19,27.48333,16.263
10,2011,19,27.48183,16.28733
10,2011,19,27.48083,16.31833
10,2011,19,27.452,16.021
10,2011,19,27.38833,16.15733
10,2011,19,27.39783,16.16317
10,2011,19,27.48017,16.27133
10,2011,20,27.46067,16.17083
10,2011,20,27.4335,16.0845
10,2011,20,27.42683,16.05367
10,2011,20,27.5825,15.98333
10,2011,20,27.64617,15.91483
10,2011,20,27.804,15.935
10,2011,21,27.7875,15.855
10,2011,21,27.80517,15.92667
10,2011,21,27.79783,15.94167
10,2011,23,27.80733,15.93767
10,2012,10,27.81,15.933
10,2012,19,27.81433,15.9145
10,2012,19,27.80383,15.921
10,2012,19,28.019,15.86333
10,2012,19,28.01517,15.86367
10,2012,19,27.01167,15.86483
10,2012,19,28.01967,15.89017
10,2012,20,28.01483,15.86267
10,2012,20,28.01,15.845
10,2012,20,28.00883,15.84283
10,2012,20,28.0215,15.8425
10,2012,22,27.8315,15.87433
10,2012,22,27.78533,15.95233
10,2012,22,27.78717,15.95117
10,2012,22,27.79133,15.96517
10,2012,23,27.77983,16.06267
10,2013,01,27.7865,16.09717
10,2013,05,27.61067,16.21867
10,2013,05,27.35267,16.20067
10,2013,06,27.74767,16.003
10,2013,10,27.75467,15.98183
10,2013,14,27.35583,16.20317
10,2013,20,27.3685,16.1735
10,2013,20,27.36883,16.2855
10,2013,20,27.36867,16.26383
10,2013,20,27.46533,16.01517
10,2013,20,27.2,16.1
10,2013,20,27.01767,16.38833
10,2013,21,27.18383,16.11433
10,2013,21,27.38333,16.41667
10,2013,21,27.26667,16.11667
10,2013,21,27.13333,16.08333
10,2013,21,27.1885,16.35017
10,2013,22,27.26683,16.06683
10,2013,22,27.15133,16.12683
10,1955,06,26.99167,15.7745
10,1963,21,27.16883,16.13817
10,1978,18,27.20183,16.3835
10,1980,18,26.96017,16.34033
10,1984,21,27.20333,16.0715
10,1986,21,27.45433,16.2315
10,1992,13,27.33417,16.28733
10,1996,20,27.33083,16.28317
10,1996,20,27.30033,16.17767
10,1996,21,27.28883,16.11533
10,1997,02,27.2525,16.06967
10,1997,21,27.25283,16.07167
10,1997,21,27.27183,16.0535
10,1998,01,27.27183,16.0535
10,1998,14,27.27183,16.0535
10,1999,15,27.26683,16.06683
10,1999,19,27.26683,16.06683
10,1999,20,27.26683,16.072
10,1999,21,27.28067,16.06183
10,1999,21,27.18333,16.08333
10,1999,21,27.0555,16.136
10,1999,21,27.0715,16.11583
10,1999,21,27.08983,16.08667
10,1999,21,27.11183,16.08433
10,1999,21,27.11117,16.08433
10,1999,22,27.14167,16.0865
10,1999,22,27.31033,16.2325
10,1999,22,27.31033,16.2325
10,1999,23,27.311,16.234
10,1999,23,27.3,16.2
10,2000,02,27.1365,16.0835
10,2000,04,27.15183,16.23367
10,2000,12,27.18783,16.1385
10,2000,19,27.0685,16.107
10,2000,21,27.01817,16.0885
10,2001,09,27.01733,16.0885
10,2001,11,27.01867,16.32033
10,2001,20,27.18867,16.3185
10,2001,20,27.18867,16.33383
10,2001,20,27.20017,16.3685
10,2001,21,27.20567,16.371
10,2001,22,27.2025,16.36917
10,2002,03,27.20017,16.35017
10,2002,06,27.2015,16.35517
10,2002,14,27.18767,16.335
10,2002,14,27.1855,16.31683
10,2003,02,27.1835,16.30267
10,2003,02,27.1835,16.30167
10,2003,06,27.186,16.287
10,2003,06,27.18683,16.288
10,2003,12,26.96333,16.45933
10,2003,18,27.20333,16.08183
10,2003,18,27.20267,16.11717
10,2003,20,27.02317,16.41317
10,2003,20,27.08367,16.13367
10,2003,20,27.2695,16.13783
10,2003,22,27.42383,16.2045
10,2003,23,27.27683,16.12567
10,2004,03,27.25267,16.0705
10,2004,06,27.28033,16.067
10,2004,07,27.27183,16.0535
10,2004,07,27.27183,16.05667
10,2004,09,27.27183,16.07683
10,2004,15,27.211,16.35183
10,2004,16,27.54767,15.847
10,2004,16,27.1915,16.29367
10,2004,17,27.19083,16.29283
10,2004,19,27.20117,16.3175
10,2004,19,27.09367,16.4205
10,2004,19,27.30017,16.14117
10,2004,19,26.89517,16.5515
10,2004,20,27.20517,16.13933
10,2004,20,27.23583,16.06033
10,2004,21,27.27833,16.10833
10,2005,11,27.29117,16.1275
10,2005,12,27.547,15.85933
10,2005,21,27.42717,16.33383
10,2005,21,27.3445,16.3025
10,2005,21,27.39883,16.1595
10,2005,22,27.43217,16.25233
10,2005,22,27.217,16.38917
10,2005,23,27.2315,16.32617
10,2005,23,27.25267,16.26983
10,2006,00,27.27133,16.4135
10,2006,03,27.05267,16.43133
10,2006,03,27.07583,16.32683
10,2006,03,27.09933,16.15533
10,2006,17,27.117,16.121
10,2006,19,27.12383,16.11233
10,2006,19,27.1515,16.08267
10,2006,20,27.1555,16.07767
10,2006,20,27.0865,16.17317
10,2006,21,27.1515,16.083
10,2006,21,27.1015,16.13783
10,2006,21,27.13117,16.11317
10,2006,22,27.42533,16.08783
10,2006,22,27.65533,15.99233
10,2006,23,27.63367,16.0285
10,2006,23,27.63917,15.881
10,2006,23,27.5895,16.11667
10,2007,00,27.63917,15.90133
10,2007,00,27.21367,16.2815
10,2007,02,26.83583,16.6265
10,2007,14,26.92817,16.476
10,2007,14,26.916,16.67317
10,2007,16,26.91633,16.67483
10,2007,17,27.06967,16.07083
10,2007,19,26.99317,16.13933
10,2007,19,26.87967,16.67317
10,2007,20,26.979,16.31083
10,2007,20,27.028,16.28283
10,2007,22,26.879,16.69783
10,2007,22,27.31283,15.9935
10,2007,22,26.97033,16.36083
10,2007,23,26.8855,16.58017
10,2008,02,26.85,16.73333
10,2008,08,27.28383,16.17133
10,2008,10,27.26917,16.364
10,2008,10,27.039,16.26117
10,2008,11,27.12733,16.02233
10,2008,11,27.396,16.11483
10,2008,18,27.16267,16.296
10,2008,19,27.16267,16.296
10,2008,19,27.02917,16.22933
10,2008,20,27.47883,16.30367
10,2009,00,27.48417,16.30533
10,2009,01,27.50467,16.32167
10,2009,03,27.352,16.2475
10,2009,15,27.23633,16.35383
10,2009,19,27.3705,16.18833
10,2009,20,27.35517,16.2035
10,2009,20,27.35167,16.23567
10,2009,21,27.30417,16.32217
10,2009,21,27.2735,16.33833
10,2009,22,27.23533,16.338
10,2009,22,27.0555,16.05067
10,2009,23,27.15233,16.33733
10,2009,23,26.90767,16.70167
10,2010,00,26.919,16.6775
10,2010,05,27.37083,15.99133
10,2010,10,26.90483,16.679
10,2010,16,26.881,16.54917
10,2010,18,26.88217,16.65167
10,2010,19,26.95,16.15
10,2010,20,26.94017,16.419
10,2010,21,26.99317,16.13933
10,2010,21,26.96417,16.46917
10,2010,21,26.88533,16.579
10,2010,21,26.98,16.405
10,2010,22,27.15733,16.41983
10,2010,22,26.98167,16.45833
10,2010,22,26.90833,16.66933
10,2010,23,27.16667,16.13333
10,2010,23,27.16306,16.00444
10,2011,02,27.26056,16.0075
10,2011,04,27.25861,16.01139
10,2011,04,27.11683,16.10033
10,2011,08,26.98333,16.38333
10,2011,19,27.01667,16.36667
10,2011,19,26.8,16.06667
10,2011,21,27.11667,16.18333
10,2011,22,26.96667,16.41667
10,2011,22,27.28333,16.1
10,2012,03,26.93333,16.46667
10,2012,05,27.6,16.2
10,2012,05,27.03333,16.38333
10,2012,06,27.05,16.38333
10,2012,08,27.11667,16.43333
10,2012,08,27.11667,16.43333
10,2012,11,27.23333,16.11667
10,2012,14,27.05,16.35
10,2012,17,27.05,16.05
10,2012,19,27.05,16.05
10,2012,19,27.06667,16.06667
10,2012,20,27.33333,16.16667
10,2012,20,27.35,16.16667
10,2012,21,27.46667,16.3
10,2012,21,27.23333,16.11667
10,2012,22,26.98333,16.38333
10,2012,23,27,16.4
10,2012,23,26.96667,16.36667
10,2013,00,27,16.13333
10,2013,01,26.75,16.43333
10,2013,02,26.95,16.46667
10,2013,04,27.05,16.4
10,2013,05,27.05,16.38333
10,2013,15,27.03333,16.18333
10,2013,19,26.58333,16.8
10,2013,19,27.08333,16.38333
10,2013,20,27.45,16.25
10,2013,20,27.01667,16.41667
10,2013,20,26.95,16.46667
10,2013,20,26.95,16.46667
10,2013,21,27.28333,16.1
10,2013,21,26.96667,16.36667
10,2013,21,27.15,16.21667
10,2013,22,27.08333,16.36667
10,2013,22,27.08333,16.36667
10,2013,22,26.96667,16.41667
10,2013,23,26.95,16.45
10,2013,23,27.08333,16.08333
10,1963,19,27.11667,16.05
10,1963,24,27.4,16.2
10,1972,22,26.96667,16.43333
10,1978,19,26.98333,16.41667
10,1981,19,26.98333,16.4
10,1993,17,26.96667,16.38333
10,1997,13,26.96667,16.38333
10,1997,18,26.96667,16.4
10,1998,02,27,16.38333
10,1998,04,26.96667,16.4
10,1998,04,27,16.38333
10,1998,04,27.01667,16.36667
10,1998,04,27.1,16.36667
10,1998,05,27.16667,16.43333
10,1998,21,26.93333,16.41667
10,1998,21,26.96667,16.38333
10,1998,21,26.96667,16.36667
10,1998,21,26.96667,16.36667
10,1998,21,27.05,16.15
10,1998,21,27.03333,16.13333
10,1998,21,27.06667,16.15
10,1998,21,27.15,16.2
10,1998,23,26.98333,16.38333
10,1999,02,27.06667,16.06667
10,1999,03,27.06667,16.06667
10,1999,10,27.13333,16.1
10,1999,17,27.25,16.11667
10,1999,19,27.28333,16.1
10,1999,19,27.3,16.1
10,2000,01,26.98333,16.41667
10,2000,14,27,16.41667
10,2000,17,27.1,16.35
10,2000,17,27.11667,16.31667
10,2000,18,27.31667,16.26667
10,2000,20,27.31667,16.28333
10,2000,22,27.25,16.35
10,2000,22,27.13183,16.05
10,2000,22,27.16667,16.16667
10,2001,03,27.13817,16.03717
10,2001,05,27.1895,16.0645
10,2001,09,27.10883,16.05983
10,2001,12,27.19667,16.0885
10,2001,14,27.15433,16.03317
10,2001,16,27.08167,16.28333
10,2001,19,27.13333,16.05
10,2001,20,27.12067,16.084
10,2001,21,27.12833,16.05083
10,2002,00,27.305,16.20167
10,2002,01,27.15217,16.10317
